Host,lat,lon,Institute,accession,country,millet,sorghum,wild,maize,rice,sugarcane
Sorghum,9.3239,5.1482,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Sorghum,10.0526,9.0983,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Maize,10.5371,13.1466,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Sorghum,10.5371,13.1466,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Millet,9.2462,4.9611,Unachukwu_2017,NA,Nigeria,1,0,0,0,0,0
Maize,11.2483,8.3711,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Sorghum,11.2483,8.3711,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Millet,12.7193,4.8639,Unachukwu_2017,NA,Nigeria,1,0,0,0,0,0
Sorghum,12.7102,4.8669,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Maize,7.3667,9.05,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Millet,12.8031,10.2545,Unachukwu_2017,NA,Nigeria,1,0,0,0,0,0
Maize,7.9974,8.4467,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Sorghum,7.9974,8.4467,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Maize,11.1856,7.6333,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Sorghum,11.1667,7.6333,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Maize,11.1863,7.5994,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
Sorghum,11.1858,7.6333,Unachukwu_2017,NA,Nigeria,0,1,0,0,0,0
Maize,9.132,7.2286,Unachukwu_2017,NA,Nigeria,0,0,0,1,0,0
NA,-0.0608,34.2536,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.0625,34.1683,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.0981,34.2336,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.3544,34.6686,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.3947,34.7125,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.3528,34.7603,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.4478,34.5847,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.4478,34.5781,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.0389,34.8158,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.1306,34.9403,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.085,34.5663,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.1072,34.6478,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.0936,34.6478,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.1306,34.9403,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,-0.1553,34.8528,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.0306,34.3636,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.0575,34.5083,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.2844,34.1681,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.2844,34.1692,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.3881,34.8783,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.4542,34.1061,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.4983,34.1233,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.5042,34.0658,Gethi_2005,NA,Kenya,0,0,0,0,0,0
NA,0.5525,34.1692,Gethi_2005,NA,Kenya,0,0,0,0,0,0
sorghum,10.05,38.1833,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
sorghum,12.9833,37.7667,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
sorghum,13.2833,37.85,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
millet,13.5333,38.1167,Welsh_2011,NA,Ethiopia,1,0,0,0,0,0
tef,14.2,39.25,Welsh_2011,NA,Ethiopia,0,0,0,0,0,0
sorghum,13.0833,39.7333,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
maize,12.1833,39.7333,Welsh_2011,NA,Ethiopia,0,0,0,1,0,0
sorghum,10.2833,40.0333,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
sorghum,8.7333,40.55,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
sorghum,9.1333,42.4167,Welsh_2011,NA,Ethiopia,0,1,0,0,0,0
millet,14.05,-5.5,Oliver_1998,NA,Mali,1,0,0,0,0,0
millet,14.34895,-3.609117,Oliver_1998,NA,Mali,1,0,0,0,0,0
millet,14.73281,0.9104334,Oliver_1998,NA,Niger,1,0,0,0,0,0
sorghum,12.06016,0.3654204,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
sorghum,12.1802,-0.3513021,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
millet,11.5562,-1.196688,Oliver_1998,NA,Burkina Faso,1,0,0,0,0,0
sorghum,12.07432,-1.342103,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
sorghum,12.06013,-2.226126,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
sorghum-millet,11.16492,-4.305154,Oliver_1998,NA,Burkina Faso,1,1,0,0,0,0
sorghum,10.28467,-4.909133,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
sorghum,10.64002,-4.758804,Oliver_1998,NA,Burkina Faso,0,1,0,0,0,0
sorghum,12.37741,-5.472538,Oliver_1998,NA,Mali,0,1,0,0,0,0
sorghum,12.66662,-5.71682,Oliver_1998,NA,Mali,0,1,0,0,0,0
NA,13.253,-5.964,Bozkurt_2014,NA,Mali,0,0,0,0,0,0
NA,12.375,-8.212,Bozkurt_2014,NA,Mali,0,0,0,0,0,0
NA,9.293,5.055,Bozkurt_2014,NA,Nigeria,0,0,0,0,0,0
NA,9.069,7.488,Bozkurt_2014,NA,Nigeria,0,0,0,0,0,0
NA,14.4,33.52,Bozkurt_2014,NA,Sudan,0,0,0,0,0,0
NA,0.5,34.128,Bozkurt_2014,NA,Kenya,0,0,0,0,0,0
NA,-0.067,34.816,Bozkurt_2014,NA,Kenya,0,0,0,0,0,0
sorghum,13.2078,-4.6022,Estep 2011,NA,Mali,0,1,0,0,0,0
millet,13.2099,-4.599,Estep 2011,NA,Mali,1,0,0,0,0,0
millet,13.7818,-4.3949,Estep 2011,NA,Mali,1,0,0,0,0,0
sorghum,12.4605,-8.1255,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.3845,-8.2999,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.3838,-8.2996,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.5925,-6.7081,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.6526,-6.7653,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.6535,-6.7654,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.5449,-9.8288,Estep 2011,NA,Mali,0,1,0,0,0,0
sorghum,12.5449,-9.8284,Estep 2011,NA,Mali,0,1,0,0,0,0
millet,10.933333,0.283333,NL,WAG.1840994,Togo,1,0,0,0,0,0
millet,10.766667,13.933333,NL,WAG.1841056,Cameroon,1,0,0,0,0,0
millet,14.083333,-0.216667,NL,WAG.1841043,Burkina Faso,1,0,0,0,0,0
millet,13.35,2.25,NL,WAG.1840993,Niger,1,0,0,0,0,0
sorghum,10.433333,0.466667,NL,WAG.1840981,Togo,0,1,0,0,0,0
sorghum,10.4,11.166667,NL,WAG.1841016,Nigeria,0,1,0,0,0,0
sorghum,10.066667,38.183333,NL,WAG.1840980,Ethiopia,0,1,0,0,0,0
sorghum,10.618302,7.231154,NL,WAG.1841018,Nigeria,0,1,0,0,0,0
sorghum,10.083333,7.5,NL,WAG.1840996,Nigeria,0,1,0,0,0,0
sorghum,10.297475,9.735022,NL,WAG.1841058,Nigeria,0,1,0,0,0,0
sorghum,11.083333,39.716667,NL,WAG.1841048,Ethiopia,0,1,0,0,0,0
sorghum,10.6,14.283333,NL,WAG.1841059,Cameroon,0,1,0,0,0,0
sorghum,10.066667,38.183333,NL,WAG.1840979,Ethiopia,0,1,0,0,0,0
NA,5.733333,20.05,NL,WAG.1841047,Central African Republic,0,0,0,0,0,0
NA,-1.183333,29.45,NL,U.1728506,Democratic Republic of the Congo,0,0,0,0,0,0
NA,9.65,-3.45,NL,U.1728510,Cote d'Ivoire,0,0,0,0,0,0
NA,10.933333,3.7,NL,WAG0281355,Benin,0,0,0,0,0,0
NA,10.373056,1.354444,NL,WAG0281298,Benin,0,0,0,0,0,0
NA,15.533333,32.616667,NL,WAG.1841054,Sudan,0,0,0,0,0,0
NA,-0.483333,34.3,NL,WAG.1841011,Kenya,0,0,0,0,0,0
NA,11.966667,1.75,NL,WAG.1841041,Burkina Faso,0,0,0,0,0,0
NA,10.166667,2.766667,NL,WAG0281302,Benin,0,0,0,0,0,0
NA,7.161,2.062,NL,WAG0281358,Benin,0,0,0,0,0,0
NA,7.133333,2.066667,NL,WAG0281362,Benin,0,0,0,0,0,0
NA,11.8,3.383333,NL,WAG0039528,Benin,0,0,0,0,0,0
NA,11.333333,2.316667,NL,WAG0039525,Benin,0,0,0,0,0,0
NA,11.083333,39.733333,NL,WAG.1840997,Ethiopia,0,0,0,0,0,0
NA,11.716667,3.216667,NL,WAG0281356,Benin,0,0,0,0,0,0
NA,5.716667,10.916667,NL,WAG.1840990,Cameroon,0,0,0,0,0,0
NA,12.102667,3.158833,NL,WAG0281380,Benin,0,0,0,0,0,0
NA,9.65,-3.45,NL,WAG.1841050,Cote d'Ivoire,0,0,0,0,0,0
NA,8.483333,13.25,NL,WAG.1841055,Cameroon,0,0,0,0,0,0
NA,11.083333,39.733333,NL,WAG.1840998,Ethiopia,0,0,0,0,0,0
NA,10.483333,1.4,NL,WAG0281295,Benin,0,0,0,0,0,0
NA,15.533333,32.616667,NL,WAG.1841053,Sudan,0,0,0,0,0,0
NA,13.966667,5.3,NL,WAG.1841044,Niger,0,0,0,0,0,0
NA,11.223611,-16.143694,NL,WAG.1840992,Guinea-Bissau,0,0,0,0,0,0
NA,14.4,33.416667,NL,WAG.1841014,Sudan,0,0,0,0,0,0
NA,8.2,13.766667,NL,WAG.1841061,Cameroon,0,0,0,0,0,0
NA,7.716667,2.15,NL,WAG0281301,Benin,0,0,0,0,0,0
NA,11.716667,3.216667,NL,WAG0281357,Benin,0,0,0,0,0,0
NA,10.783333,0.9,NL,WAG0281361,Benin,0,0,0,0,0,0
NA,6.516667,23.25,NL,WAG.1841046,Central African Republic,0,0,0,0,0,0
NA,8.2,13.766667,NL,WAG.1841060,Cameroon,0,0,0,0,0,0
NA,9.266667,13.4,NL,WAG.1841057,Cameroon,0,0,0,0,0,0
NA,11.083333,2.9,NL,WAG0039578,Benin,0,0,0,0,0,0
NA,-0.783333,29.45,NL,WAG.1841042,Democratic Republic of the Congo,0,0,0,0,0,0
NA,11.083333,2.9,NL,WAG0039579,Benin,0,0,0,0,0,0
NA,5.716667,10.916667,NL,WAG.1840989,Cameroon,0,0,0,0,0,0
NA,10.803333,1.44,NL,WAG0281359,Benin,0,0,0,0,0,0
NA,10.199333,1.212333,NL,WAG0281297,Benin,0,0,0,0,0,0
NA,10.316667,3.45,NL,WAG0281299,Benin,0,0,0,0,0,0
NA,11.866667,3.383333,NL,WAG0039581,Benin,0,0,0,0,0,0
NA,11.866667,3.383333,NL,WAG0039580,Benin,0,0,0,0,0,0
NA,10.483333,1.05,NL,WAG0039576,Benin,0,0,0,0,0,0
NA,10.616667,13.566667,NL,WAG.1840988,Cameroon,0,0,0,0,0,0
NA,10.306667,1.126667,NL,WAG0281360,Benin,0,0,0,0,0,0
NA,10.145,1.155,NL,WAG0281300,Benin,0,0,0,0,0,0
NA,7.166667,1.95,NL,WAG.1840983,Benin,0,0,0,0,0,0
NA,13.966667,5.3,NL,WAG.1841045,Niger,0,0,0,0,0,0
NA,11.183333,7.6,NL,WAG.1840982,Nigeria,0,0,0,0,0,0
NA,10.716667,-4.833333,NL,WAG0203893,Burkina Faso,0,0,0,0,0,0
NA,7.216667,2.216667,NL,WAG0039514,Benin,0,0,0,0,0,0
NA,11.733333,-0.35,NL,WAG0046657,Burkina Faso,0,0,0,0,0,0
NA,6.7,2.466667,NL,WAG0281296,Benin,0,0,0,0,0,0
NA,10.416966,0.945092,GBIF,1806440698,Benin,0,0,0,0,0,0
NA,10.366195,0.960762,GBIF,1806440705,Benin,0,0,0,0,0,0
NA,10.424287,1.453959,GBIF,1806440737,Benin,0,0,0,0,0,0
NA,10.474678,1.505816,GBIF,1806440664,Benin,0,0,0,0,0,0
NA,10.44362,1.546859,GBIF,1806440723,Benin,0,0,0,0,0,0
NA,10.390847,0.989837,GBIF,1806440682,Benin,0,0,0,0,0,0
NA,10.434853,1.553549,GBIF,1806440815,Benin,0,0,0,0,0,0
NA,10.478319,1.516962,GBIF,1806440967,Benin,0,0,0,0,0,0
NA,10.401198,0.994308,GBIF,1806441134,Benin,0,0,0,0,0,0
NA,10.444539,1.532413,GBIF,1806440795,Benin,0,0,0,0,0,0
NA,10.416463,0.944164,GBIF,1806441103,Benin,0,0,0,0,0,0
NA,10.448224,0.956567,GBIF,1806440987,Benin,0,0,0,0,0,0
NA,10.9333,1.1166,GBIF,883353665,Benin,0,0,0,0,0,0
NA,10.6166,1.2666,GBIF,883353553,Benin,0,0,0,0,0,0
NA,7.2,2.0666,GBIF,883353627,Benin,0,0,0,0,0,0
NA,10.05,3.3833,GBIF,883353654,Benin,0,0,0,0,0,0
NA,9.35,2.6166,GBIF,883353574,Benin,0,0,0,0,0,0
NA,7.45,2.5833,GBIF,883353641,Benin,0,0,0,0,0,0
NA,11.8,3.3833,GBIF,883353701,Benin,0,0,0,0,0,0
NA,11.4,2.3166,GBIF,883353672,Benin,0,0,0,0,0,0
NA,11.8666,3.3833,GBIF,883353629,Benin,0,0,0,0,0,0
NA,11.3,2.4333,GBIF,1563364365,Benin,0,0,0,0,0,0
NA,12.0666,3.1833,GBIF,1563364403,Benin,0,0,0,0,0,0
NA,11.1333,2.9333,GBIF,1563364369,Benin,0,0,0,0,0,0
NA,11.66825,2.354472,GBIF,1438021446,Benin,0,0,0,0,0,0
NA,9.623367,1.39661,GBIF,1586011363,Benin,0,0,0,0,0,0
NA,9.704595,1.416523,GBIF,1586011347,Benin,0,0,0,0,0,0
NA,9.55837,1.369831,GBIF,1586011281,Benin,0,0,0,0,0,0
NA,9.873056,1.784722,GBIF,1586011477,Benin,0,0,0,0,0,0
NA,9.693611,1.837222,GBIF,1586011651,Benin,0,0,0,0,0,0
NA,9.841944,1.848056,GBIF,1586011577,Benin,0,0,0,0,0,0
NA,2.529405,11.574756,GBIF,1315947311,Cameroon,0,0,0,0,0,0
NA,2.391212,11.648173,GBIF,1315947339,Cameroon,0,0,0,0,0,0
NA,2.456143,11.554905,GBIF,1315947335,Cameroon,0,0,0,0,0,0
NA,2.383946,11.652291,GBIF,1315947319,Cameroon,0,0,0,0,0,0
NA,2.38797,11.649641,GBIF,1315947320,Cameroon,0,0,0,0,0,0
NA,2.448825,11.558969,GBIF,1315947322,Cameroon,0,0,0,0,0,0
NA,13.543688,-2.382723,GBIF,1288088013,Burkina Faso,0,0,0,0,0,0
NA,2.466503,11.541739,GBIF,1315947325,Cameroon,0,0,0,0,0,0
NA,2.474317,11.561422,GBIF,1315947248,Cameroon,0,0,0,0,0,0
NA,2.464366,11.556747,GBIF,1315947318,Cameroon,0,0,0,0,0,0
NA,9.670805,1.396395,GBIF,1586011029,Benin,0,0,0,0,0,0
NA,9.63459,1.415106,GBIF,1586011172,Benin,0,0,0,0,0,0
NA,10.728627,0.987967,GBIF,1586009936,Benin,0,0,0,0,0,0
NA,14.13,-16.02,GBIF,997605876,Senegal,0,0,0,0,0,0
NA,9.686373,1.384207,GBIF,1586011068,Benin,0,0,0,0,0,0
NA,10.847079,1.457838,GBIF,1563364394,Benin,0,0,0,0,0,0
NA,10.9,1.4833,GBIF,1563364392,Benin,0,0,0,0,0,0
NA,11.0166,2.75,GBIF,1563364397,Benin,0,0,0,0,0,0
NA,10.6666,1.3166,GBIF,1563364398,Benin,0,0,0,0,0,0
NA,10.85,1.4666,GBIF,1563364396,Benin,0,0,0,0,0,0
NA,10.409329,1.021275,GBIF,1563364391,Benin,0,0,0,0,0,0
NA,10.820555,1.471115,GBIF,1563364352,Benin,0,0,0,0,0,0
NA,10.8166,1.4333,GBIF,1563364383,Benin,0,0,0,0,0,0
NA,10.750336,1.391112,GBIF,1563364393,Benin,0,0,0,0,0,0
NA,11.409412,2.308438,GBIF,1563364378,Benin,0,0,0,0,0,0
NA,10.707709,0.97948,GBIF,1413076427,Benin,0,0,0,0,0,0
NA,11.358122,2.296595,GBIF,1563364368,Benin,0,0,0,0,0,0
NA,10.707192,1.271707,GBIF,1413077988,Benin,0,0,0,0,0,0
NA,11.359171,2.316871,GBIF,1563364366,Benin,0,0,0,0,0,0
NA,11.651928,2.350603,GBIF,1563364381,Benin,0,0,0,0,0,0
NA,11.355168,2.296595,GBIF,1563364389,Benin,0,0,0,0,0,0
NA,10.706349,0.982972,GBIF,1413077799,Benin,0,0,0,0,0,0
NA,11.684822,2.30255,GBIF,1563364400,Benin,0,0,0,0,0,0
NA,11.650342,2.383644,GBIF,1563364376,Benin,0,0,0,0,0,0
NA,10.806376,1.236302,GBIF,1413078285,Benin,0,0,0,0,0,0
NA,11.354745,2.302855,GBIF,1563364370,Benin,0,0,0,0,0,0
NA,11.668714,2.317133,GBIF,1563364379,Benin,0,0,0,0,0,0
NA,10.847179,1.229435,GBIF,1413078491,Benin,0,0,0,0,0,0
NA,11.635581,2.400492,GBIF,1563364380,Benin,0,0,0,0,0,0
NA,11.652189,2.401258,GBIF,1563364402,Benin,0,0,0,0,0,0
NA,10.930116,1.446415,GBIF,1413078785,Benin,0,0,0,0,0,0
NA,11.685528,2.30255,GBIF,1563364373,Benin,0,0,0,0,0,0
NA,11.017895,1.037904,GBIF,1413079194,Benin,0,0,0,0,0,0
NA,11.0164,1.549412,GBIF,1413078982,Benin,0,0,0,0,0,0
NA,11.147946,1.422425,GBIF,1413079443,Benin,0,0,0,0,0,0
NA,11.5703,3.11695,GBIF,1563364388,Benin,0,0,0,0,0,0
NA,11.707384,2.311074,GBIF,1563364362,Benin,0,0,0,0,0,0
NA,11.36341,2.9078,GBIF,1563364375,Benin,0,0,0,0,0,0
NA,11.56985,3.00281,GBIF,1563364359,Benin,0,0,0,0,0,0
NA,11.651565,2.385039,GBIF,1563364355,Benin,0,0,0,0,0,0
NA,11.696648,2.309206,GBIF,1563364342,Benin,0,0,0,0,0,0
NA,11.661193,2.353862,GBIF,1563364339,Benin,0,0,0,0,0,0
NA,11.35706,2.91592,GBIF,1563364328,Benin,0,0,0,0,0,0
NA,11.649749,2.390069,GBIF,1563364390,Benin,0,0,0,0,0,0
NA,11.36685,2.90423,GBIF,1563364384,Benin,0,0,0,0,0,0
NA,11.60625,2.99977,GBIF,1563364354,Benin,0,0,0,0,0,0
NA,11.58056,3.1101,GBIF,1563364385,Benin,0,0,0,0,0,0
NA,11.59442,3.00531,GBIF,1563364386,Benin,0,0,0,0,0,0
NA,11.57648,3.11217,GBIF,1563364382,Benin,0,0,0,0,0,0
NA,11.664618,2.346792,GBIF,1563364360,Benin,0,0,0,0,0,0
NA,11.67976,2.318383,GBIF,1563364343,Benin,0,0,0,0,0,0
NA,2.25,34.45,GBIF,1260522402,Uganda,0,0,0,0,0,0
NA,11.6142,2.99118,GBIF,1563364364,Benin,0,0,0,0,0,0
NA,11.91018,2.95232,GBIF,1563364344,Benin,0,0,0,0,0,0
NA,11.90222,2.92923,GBIF,1563364361,Benin,0,0,0,0,0,0
NA,11.98572,3.07791,GBIF,1563364332,Benin,0,0,0,0,0,0
NA,11.9826,3.07746,GBIF,1563364357,Benin,0,0,0,0,0,0
NA,11.89793,2.93274,GBIF,1563364306,Benin,0,0,0,0,0,0
NA,11.89831,2.92996,GBIF,1563364356,Benin,0,0,0,0,0,0
NA,11.98802,3.07895,GBIF,1563364349,Benin,0,0,0,0,0,0
NA,11.91914,2.96557,GBIF,1563364341,Benin,0,0,0,0,0,0
NA,12.25799,2.83898,GBIF,1563364395,Benin,0,0,0,0,0,0
NA,11.8952,2.93003,GBIF,1563364387,Benin,0,0,0,0,0,0
NA,11.98848,3.07422,GBIF,1563364372,Benin,0,0,0,0,0,0
NA,12.2578,2.84159,GBIF,1563364371,Benin,0,0,0,0,0,0
NA,11.90515,2.92717,GBIF,1563364351,Benin,0,0,0,0,0,0
NA,7.214167,2.064167,GBIF,1438038429,Benin,0,0,0,0,0,0
NA,7.216667,2.066667,GBIF,1438038021,Benin,0,0,0,0,0,0
NA,6.7,2.466667,GBIF,1438041007,Benin,0,0,0,0,0,0
NA,10.166667,2.766667,GBIF,1438041967,Benin,0,0,0,0,0,0
NA,11.1035,2.986833,GBIF,1438041078,Benin,0,0,0,0,0,0
NA,12.102667,3.158833,GBIF,1438041124,Benin,0,0,0,0,0,0
NA,11.101,2.984333,GBIF,1438038340,Benin,0,0,0,0,0,0
NA,-2.59555,33.43583,GBIF,1258778394,Tanzania,0,0,0,0,0,0
NA,10.783333,0.9,GBIF,1438041906,Benin,0,0,0,0,0,0
NA,10.483333,1.4,GBIF,1438041914,Benin,0,0,0,0,0,0
NA,7.716667,2.15,GBIF,1438036501,Benin,0,0,0,0,0,0
NA,7.133333,2.066667,GBIF,1438037010,Benin,0,0,0,0,0,0
NA,7.161,2.062,GBIF,1438036127,Benin,0,0,0,0,0,0
NA,10.199333,1.212333,GBIF,1438042123,Benin,0,0,0,0,0,0
NA,10.373056,1.354444,GBIF,1438042176,Benin,0,0,0,0,0,0
NA,10.483333,1.05,GBIF,1438036272,Benin,0,0,0,0,0,0
NA,11.866667,3.383333,GBIF,1438036276,Benin,0,0,0,0,0,0
NA,11.083333,2.9,GBIF,1438036266,Benin,0,0,0,0,0,0
NA,10.145,1.155,GBIF,1438036414,Benin,0,0,0,0,0,0
NA,10.803333,1.44,GBIF,1438036395,Benin,0,0,0,0,0,0
NA,10.797638,1.444291,GBIF,1438036396,Benin,0,0,0,0,0,0
NA,10.306667,1.126667,GBIF,1438036401,Benin,1,0,0,0,0,0
NA,10.314167,3.4475,GBIF,1438038224,Benin,0,0,0,0,0,0
NA,10.05,3.383333,GBIF,1438037055,Benin,0,0,0,0,0,0
NA,10.933333,3.7,GBIF,1438037158,Benin,0,0,0,0,0,0
NA,10.0475,3.380833,GBIF,1438038227,Benin,0,0,0,0,0,0
NA,7.216667,2.216667,GBIF,1438041159,Benin,0,0,0,0,0,0
NA,10.316667,3.45,GBIF,1438037113,Benin,0,0,0,0,0,0
NA,10.601111,1.281389,GBIF,1438038252,Benin,0,0,0,0,0,0
NA,10.603611,1.283889,GBIF,1438037731,Benin,0,0,0,0,0,0
NA,11.3666,2.2333,GBIF,1438021429,Benin,0,0,0,0,0,0
NA,10.9,1.1666,GBIF,1438021430,Benin,0,0,0,0,0,0
NA,12.4,2.8166,GBIF,1438021420,Benin,0,0,0,0,0,0
NA,11.716667,3.216667,GBIF,1438036106,Benin,0,0,0,0,0,0
NA,11.8,3.383333,GBIF,1438040863,Benin,0,0,0,0,0,0
NA,11.333333,2.316667,GBIF,1438040858,Benin,0,0,0,0,0,0
NA,-15.52833,28.455,GBIF,1257838764,Zambia,0,0,0,0,0,0
NA,14.05,-0.033333,GBIF,317874014,Burkina Faso,0,0,0,0,0,0
NA,10.966667,-3.25,GBIF,362436800,Burkina Faso,0,0,0,0,0,0
NA,14.083333,-0.133333,GBIF,317874018,Burkina Faso,0,0,0,0,0,0
NA,13.089444,11.180833,GBIF,317874021,Nigeria,0,0,0,0,0,0
NA,12.316667,13.266667,GBIF,317874022,Nigeria,0,0,0,0,0,0
NA,10.633333,-4.766667,GBIF,362436809,Burkina Faso,0,0,0,0,0,0
NA,10.047083,3.402525,GBIF,1146724975,Benin,0,0,0,0,0,0
